"","info.Lon","info.Lat","info.ECO_NAME","info.BIOME","info.ECO_ID","info.max.lat","info.min.lat","info.max.lon","info.min.lon","info.species.count","info.observation.count.tot","info.Kier_richness","info.Kier_area","info.observation.count.tot.1","info.observation.count.tot.2","info.observation.count.LeArea","info.observation.count.SSD","info.observation.count.SLA","info.observation.count.LeC","info.observation.count.LeN","info.observation.count.LeP","info.observation.count.PlantHeight","info.observation.count.SeedMass","info.observation.count.SeLen","info.observation.count.LeNArea","info.observation.count.LeNP","info.observation.count.Led15N","info.observation.count.SenbU","info.observation.count.LeFMass","info.observation.count.ConduitDens","info.observation.count.VesLen","info.observation.count.DispULen","info.observation.count.tot.3","trait.LeArea","trait.SSD","trait.SLA","trait.LeC","trait.LeN","trait.LeP","trait.PlantHeight","trait.SeedMass","trait.SeLen","trait.LeNArea","trait.LeNP","trait.Led15N","trait.SenbU","trait.LeFMass","trait.ConduitDens","trait.DispULen","trait.VesLen","soil","climate.AnnualMeanTemperature.nc","climate.MaxTemperatureofWarmestMonth.nc","climate.MinTemperatureofColdestMonth.nc","climate.TemperatureSeasonality.nc","climate.MeanDiurnalRange.nc","climate.AnnualPrecipitation.nc","climate.PrecipitationofWettestMonth.nc","climate.PrecipitationofDriestMonth.nc","climate.PrecipitationSeasonality.nc","climate.vapr.mean.nc","climate.vapr.max.nc","climate.vapr.min.nc","climate.vapr.sd.nc","climate.srad.mean.nc","climate.srad.max.nc","climate.srad.min.nc","climate.srad.sd.nc","climate.wind.mean.nc","climate.wind.max.nc","climate.wind.min.nc","climate.wind.sd.nc"
"312",13.8,68.225,"Scandinavian coastal conifer forests",5,80520,68.3,68.15,14.233333,13.366667,27,42,600,19401,42,42,37,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,42,75,0.37275,19.37365,454.6091,21.764,1.7432,0.275,0.5745,1.8583,1.10815,10.2309,1.1995,198.6182,0.0627,80.7168,2.4474,422.1592,68.225,4.18749998742715,13.1500000953674,-3.60000002384186,462.632910259543,4.3166666381682,1638.5,206,69,33.759222459722,0.655416667461395,1.04999995231628,0.424999997019768,0.215797461569309,7868.625,18545.5,54.5,6782.02514648438,6.00416684150696,8.00000023841858,4.30000019073486,1.14101088047028
"313",101.728889,47.086111,"Selenge-Orkhon forest steppe",8,80816,49.985556,46.744167,105.042778,98.951111,36,50,1000,228369,50,50,45,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,50,75,0.3923,16.23755,453.8217,21.6934,1.8464,11.75,1.7988,2.81655,1.3935,10.9259,1.536075,745.58295,0.08355,87.92545,3.3409,322.396125,47.086111,-2.78333349277576,18.2999992370605,-25.0500001907349,1210.91407670875,11.5499999374151,299.25,84.25,1,115.800347466803,0.410833328962326,1.01999998092651,0.092500003054738,0.313382089138031,14101.8332519531,21418,5464.5,5494.05419921875,2.53333342075348,3.55000001192093,1.94999998807907,0.535931169986725
"314",-44.816666666,-23.333333333,"Serra do Mar coastal forests",1,60160,-22.28,-26.07,-41.983333,-48.63,118,149,9000,104610,149,149,72,72,61,76,113,0,77,0,0,58,0,66,0,0,0,0,0,149,3629.6432,0.5397012225,10.02825971125,466.775,18.75,0.89655,7.1875,45.06405,5.6482,1.8702,19.4732,2.3609,79.82715,1.03925,18.404125,6.3948,454.7541,-23.333333333,21.9874999523163,30,14.1999998092651,231.843735658322,10.141666730245,2246,313,78,49.6560237426973,2.15750002861023,2.64000010490417,1.70000004768372,0.304434232413769,14359.1669921875,18143,10193,2421.42004394531,2.375,2.90000009536743,2.04999995231628,0.300347030162811
"317",-95.108333333,18.583333333,"Sierra de los Tuxtlas",1,60161,18.6,18.13,-94.62,-95.12,325,371,2750,3890,371,371,259,98,284,0,80,78,0,1,0,58,11,0,0,0,0,0,0,371,7517,0.5419,16.3636,465.4828,22.1866,1.1497,13.1817,54.8205,5.6739,1.4509,17.8076,2.684,106.2186,1.3933,13.3301,6.1891,523.6924,18.583333333,24.3333334922791,31.8999996185303,16.1000003814697,221.475753958096,8.96666653951009,2337,418,31,68.7931675999648,2.37249994277954,2.6800000667572,1.94000005722046,0.274867415428162,16136.0830078125,18959,11865,2467.736328125,3.58333325386047,4,3.09999990463257,0.293919861316681
"318",142.016666666,-29.416666666,"Simpson desert",13,11308,-29.416666666,-29.416666666,142.016666666,142.016666666,77,79,800,583394,79,79,0,0,0,0,0,0,39,79,0,0,0,0,0,0,0,0,0,79,103.1913,0.4938,12.5338,436.1745,19.5434,1.5567,0.45,1.13,2.5712,1.6456,12.876,2.9568,637.0293,0.0583,56.9109,2.7005,309.3437,-29.416666666,20.7458332777023,35,4.80000019073486,641.824289996926,12.7916665871938,270,45,11,40.1035738771711,0.919166684150696,1.24000000953674,0.720000028610229,0.145971357822418,20293.166015625,28783,11265,6091.9130859375,2.89166665077209,3.59999990463257,2.09999990463257,0.529871582984924
"319",-118,43.466666666,"Snake-Columbia shrub steppe",13,51309,46.95,42,-115,-121.133333333,27,48,2169,218533,48,48,1,4,3,0,2,2,19,0,0,2,0,0,0,0,0,0,0,48,355.8458,0.4502,15.3006,443.79,17.8975,1.7424,0.4,1.9222,2.6272,1.4779,11.6885,1.3928,264.0415,0.0882,96.8951,4.584,269.9155,43.466666666,10.1916666210939,27.2999992370605,-10.5,801.828875686229,14.4666665829718,247,31,9,44.9392276838782,0.637499988079071,0.980000019073486,0.389999985694885,0.199880182743073,15288.4169921875,26711,4675,7696.79296875,3.22499990463257,3.79999995231628,2.79999995231628,0.324358314275742
"320",-72.84581,-3.25211,"Solimões-Japurá moist forests",1,60163,-3.05624,-3.74124,-69.99071,-72.93,112,186,7000,166931,186,186,0,170,181,178,184,184,99,0,0,182,0,0,0,0,0,0,0,186,6673.3014,0.5734994055,10.48862564,498.0499625,18.8085025,0.959167371,22.5,276.37635,9.2233,1.8968364905,20.4978,2.3037,80.618925,1.7097,11.8693,8.55615,541.54515,-3.25211,26.2833333412806,31.6000003814697,20.4499998092651,42.4509494518688,9.19166707992554,3106,334,183,19.3629846327455,2.8731250166893,2.9300000667572,2.74000000953674,0.059698361903429,13122.4169921875,14861.5,11640,1150.43161010742,0.783333301544189,0.899999976158142,0.699999988079071,0.0687184259295464
"321",155.2,-6.1,"Solomon Islands rain forests",1,10119,-6.1,-7.833333,158.716667,155.15,110,191,4800,35700,191,191,163,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,191,9050,0.4614,14.1569,460.47045,18.44925,1.25675,16.7007,14.077925,4.02545,1.4197,15.55585,2.29455,294.233675,1.597775,13.46325,4.04145,539.17535,-6.1,23.2624998092651,27.7000007629395,18.5,33.4407245955764,7.89999961853027,3378,356,235,12.7003627018166,2.55083322525024,2.63000011444092,2.45000004768372,0.0543331205844879,18876.416015625,20158,17562,809.904296875,2.30833339691162,3,1.79999995231628,0.323608160018921
"323",-111.04,32.2,"Sonoran desert",13,51310,33.265,29,-110.629098,-115,60,791,2700,222843,791,791,668,0,661,0,25,1,10,7,0,19,0,0,0,0,0,0,0,791,255.452826725,0.55745,9.0911426565,455.809725,20.4493,1.70285,1.7322,6.220225,3.88515,2.3698696755,11.969325,2.27735,275.17785,0.06475,83.6878,4.9939,242.97845,32.2,20.5083332359791,37.5,2.59999990463257,729.695230039466,15.8749994834264,325,60,5,63.0881876010802,0.839166641235352,1.63999998569489,0.540000021457672,0.377236843109131,19673.916015625,28282,11270,5668.560546875,2.89166665077209,3.40000009536743,2.5,0.313581496477127
"327",108.9,20.33,"South China-Vietnam subtropical evergreen forests",1,40149,23.92,18.666666666,114.227,106.53,189,335,6500,223724,335,335,22,0,0,0,178,200,23,16,0,0,73,0,0,0,0,0,0,335,3107.1657,0.5726,11.6456,469.9594,16.1785,1.04,13.0067,114.692,7.5349,1.5403,16.8997,1.6212,94.5892,1.0862,13.2217,7.4276,559.4793,20.33,22.4041667381922,31.2000007629395,12,439.313930740798,6.58333333333333,1567,292,24,77.0412048690351,2.21416664123535,3,1.37000000476837,0.581701830029488,16637.583984375,20287,12544,2723.74975585938,2.80000007152557,3.29999995231628,2.40000009536743,0.294392019510269
"330",169.03165,-44.5667,"South Island montane grasslands",10,11003,-42.366666666,-45.5792,172.316666666,167.8944,302,721,850,40006,721,721,575,0,599,0,115,78,578,3,0,60,47,2,0,0,0,0,0,721,146.257185,0.4795,13.97545669925,456.6813,15.8496,1.306585765,0.85,0.91195,2.2379,1.28425,11.9183,1.9099,615.87515,0.07205,71.06225,2.7848,509.70695,-44.5667,8.20000000546376,17,-2.70000004768372,415.534292465158,8.65000015993913,2746.5,382,115,35.1287115422587,0.740833342075348,0.980000019073486,0.529999971389771,0.156122714281082,13575.1669921875,22567,4678.75,6503.20947265625,4.7416667342186,6.30000019073486,3.59999990463257,0.754722312092781
"331",167.704,-45.9458,"South Island temperate forests",4,10410,-45.5593,-46.588611,169.418611,167.384167,70,90,650,11714,90,90,82,0,51,0,0,0,89,0,0,0,0,0,0,0,0,0,0,90,499.52324,0.514175,14.780146505,465.7493,16.5785,1.204475,3.25,4.613075,2.9972,1.2286,13.1137,2.5808,730.951,0.1342,82.367,3.2838,580.05225,-45.9458,10.0958333089948,17.8999996185303,0.300000011920929,333.012818078707,8.90833344558875,1324,143.5,73,20.9557012323953,0.949166655540466,1.17999994754791,0.740000009536743,0.147482644766569,12577.3330078125,21875,4088,6338.70703125,4.13333320617676,4.80000019073486,3.59999990463257,0.478640973567963
"332",105,53,"South Siberian forest steppe",8,80817,56.3,53,105,85.05,28,30,1300,162600,30,30,0,0,0,0,4,4,25,0,0,0,5,0,0,0,0,0,0,30,257.7377,0.4674,14.03945,461.7849,21.856,1.71005,0.2,2.2517,3.1578,1.84615,11.7341,1.2106,70.24095,0.11885,133.3906,3.40615,434.23725,53,-1.59583346048991,22.8999996185303,-29.7000007629395,1451.92732419647,12.8583332300186,370,92,5,96.5712189729542,0.528333306312561,1.35000002384186,0.0900000035762787,0.428171187639236,11597.5,20686,2547,6315.650390625,2.44166660308838,3,2,0.301270455121994
"335",76,12,"South Western Ghats montane rain forests",1,40151,12,10.42,76.87,76,118,120,3300,22545,120,120,26,0,0,0,0,0,9,94,0,0,0,0,0,0,0,0,0,120,3402.71525,0.5838,11.65215,466.06165,20.05125,1.28375,13.2484,102.65,7.24015,1.7634,16.4543,2.5062,33.30405,1.2332,10.8633,7.6549,378.39065,12,22.3041665554047,28.3999996185303,16.1000003814697,164.240074118383,7.52500009536743,2319,810,3,122.612574603227,2.09500002861023,2.39000010490417,1.67999994754791,0.23570816218853,20096.166015625,24834,16661,2338.31298828125,1.84166669845581,2.59999990463257,1.39999997615814,0.35697415471077
"336",146.70222,-37.45,"Southeast Australia temperate forests",4,10409,-33.88167,-39.012,150.119,144.98,187,247,2400,272353,247,247,52,0,136,0,50,29,36,47,0,17,26,0,0,0,0,0,0,247,449.765,0.5868,8.2647,467.6498,14.7622,1.0147,2.1362,4.54145,3.5393,1.6863,15.7553,2.0121,210.00695,0.1981,40.6433,3.7451,505.7354,-37.45,14.5041666924953,23.5,3.5,371.682045675329,9.14166672031085,827,90,49,14.931981439265,1.1066666841507,1.41999995708466,0.899999976158142,0.185801565647125,16003.4169921875,25143,6764,6576.2724609375,3.81666660308838,4.59999990463257,3.29999995231628,0.366192817687988
"337",145.1316666665,-30.513333333,"Southeast Australia temperate savanna",8,10803,-30.166667,-36,150.68556,143.5958,482,994,900,321999,994,994,547,0,571,0,140,93,764,472,0,90,91,16,0,0,0,0,0,994,175.3554,0.507425,10.616468445,445.3043,18.771425,1.37605,0.682625,1.374,2.728,1.8049,14.2374,2.3673,472.674425,0.077375,47.5066,2.83805,385.208775,-30.513333333,20.1124997536341,34.2999992370605,4.19999980926514,627.549771547721,13.0583333174388,326,39,20,22.3431998249464,1.05166673660278,1.45000004768372,0.790000021457672,0.196843147277832,19342.5,28114,10342,6103.60205078125,2.66666674613953,3.40000009536743,2,0.460675835609436
"338",97.02,33.02,"Southeast Tibet shrublands and meadows",10,81017,33.02,30,102.98,94,35,93,2500,460542,93,93,0,0,0,0,39,48,0,0,0,0,29,0,0,0,0,0,0,93,402.6725,0.4226,12.6686,454.2887,16.3831,1.38,0.61095,0.8005,2.9078,1.5904,11.9933,1.1059,258.4213,0.1094,293.48795,3.1556,398.9126,33.02,2.57916675508022,20,-15.3999996185303,741.391380327519,14.491666674614,509,114,3,99.2298324977497,0.434166669845581,0.889999985694885,0.119999997317791,0.283621191978455,15549.9169921875,20193,10247,3457.50830078125,2.125,2.79999995231628,1.60000002384186,0.356195151805878
"339",-2.096,37,"Southeastern Iberian shrubs and woodlands",12,81219,37.019,36.764,-2,-2.421,21,138,400,2868,138,138,49,0,47,0,0,0,134,0,25,0,0,0,0,0,0,0,26,138,280.319,0.4825,12.7683,434.3217,21.118,1.6215,0.385,1.2426,2.6501,1.586,14.2047,1.7531,390.7713,0.1154,92.8368,3.5798,524.071,37,17.3749999403954,30.7000007629395,4.5,559.762518720885,10.883333325386,241,34,2,51.1429182840539,1.43166661262512,2.14000010490417,0.970000028610229,0.402095228433609,17235.083984375,26476,8056,6566.357421875,3.71666669845581,4.30000019073486,3.20000004768372,0.338706731796265
"340",-82.45,29.65721173,"Southeastern conifer forests",5,50529,31,26.9761,-81.1275,-90.35,141,3403,3095,236352,3403,3403,3066,2,2256,0,27,7,395,3,0,24,5,0,0,0,0,0,0,3403,2028,0.5603,12.982112975,465.8973,16.1225,1.2366,13.5947,28.0696,5.6762,1.3392,13.3125,1.4785,196.46605,0.4368,54.7888,6.8952,539.71035,29.65721173,20.4791667461395,33.7000007629395,6.30000019073486,545.106951646476,12.5333333412806,1352,198,58,44.42867871442,1.81833338737488,2.73000001907349,1.03999996185303,0.625783979892731,16854.083984375,23186,9908,4578.92822265625,2.42499995231628,3,2,0.303108870983124
"341",-88.736388888,33.51,"Southeastern mixed forests",4,50413,39.3,32.4,-76.63,-88.8,273,1715,3363,347724,1715,1715,995,94,1295,0,155,51,361,256,0,105,3,0,0,209,2,0,0,1715,675,0.5231,15.13069394,452.42885,18.5812,1.619,0.5949,2.09,2.8575,1.3018,11.7055,1.34645,190.7853,0.1486,59.3428,3.6424,393.65285,33.51,16.7166665146748,33.7999992370605,-1,774.908584996202,13.4166665573915,1407,155,85,19.5357822827504,1.48833334445953,2.60999989509583,0.660000026226044,0.691144347190857,15679.9169921875,22531,7599,5473.92236328125,2.73333334922791,3.5,2,0.503873884677887
"343",28.1231606,-23.666667,"Southern Africa bushveld",7,30717,-19.5,-25.666666666,31.0824,27.6166667,34,70,1500,222541,70,70,2,0,4,0,57,4,0,0,0,8,0,54,0,0,1,0,0,70,801.9079,0.6644,10.63215,458.6537,16.79985,1.0764,5.22185,43.72345,5.75675,1.76825,15.1543,3.6119,135.09305,0.56155,20.7327,5.53215,320.90915,-23.666667,20.3072917610407,33.5249996185303,4.5,413.621053895264,15.470833192269,569.5,109,2.5,87.0459913726166,1.37083333730698,1.94249999523163,0.794999986886978,0.414999157190323,20031.583984375,23673,14618,3165.58032226562,2.27291661500931,3,1.79999995231628,0.359010994434357
"345",-70,-32,"Southern Andean steppe",10,61008,-30,-32,-70,-70,23,23,800,124779,23,23,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,23,436.2122,0.4457,17.1096,443.0631,23.064,1.886,0.4,1.0175,3.1167,1.451,12.7288,2.4796,966.2479,0.162,71.3844,3.6582,382.8873,-32,-4.74583337300767,4.09999990463257,-14.3999996185303,373.688361212554,8.39166665884356,316,60,9,66.0443162705429,0.140833333134651,0.239999994635582,0.0700000002980232,0.0580887719988823,17273.75,25476,7804,6279.291015625,7.625,8.5,7.09999990463257,0.40645831823349
"347",-77.62,43.17,"Southern Great Lakes forests",4,50414,43.67,40.35,-77.62,-86.15,52,64,2243,244828,64,64,0,5,3,0,1,1,7,4,0,0,0,0,0,0,0,0,0,64,3707.65855,0.5695,19.89625,473.295,21.36745,1.93015,12.29145,36.735,13.56835,1.04195,12.14045,1.22195,29.3307,0.59425,60.9614,19.0343,340.59125,43.17,9.04166664431492,26.1000003814697,-10.6999998092651,978.31448503874,9.99999988575776,858,89,48,17.3226922704124,0.935833334922791,1.78999996185303,0.330000013113022,0.52994430065155,12517.1669921875,20760,4066,5999.638671875,4.00833320617676,4.90000009536743,3.09999990463257,0.589432418346405
"350",-73.916666666,-6.808333333,"Southwest Amazon moist forests",1,60166,-4.958056,-12.84411,-65.716666666,-73.916666666,1187,1622,8500,746653,1622,1622,749,697,281,277,278,264,1105,184,0,278,0,0,0,0,0,0,0,1622,5291.645774,0.583,13.9991,475.4627,21.8819,1.1047,20,150.8325,7.7356,1.6454,19.2834,2.6967,80.61715,1.5676,12.4313,8.4126,511.7861,-6.808333333,25.8666665554047,31.2999992370605,20,41.9595664509355,10.0333333015442,2278,281,86,33.1913246882382,2.79250001907349,2.88000011444092,2.61999988555908,0.0821710452437401,13706.75,15463,11745,1164.44775390625,0.733333349227905,0.899999976158142,0.600000023841858,0.0942808985710144
"351",115.316666666,-29.8266666665,"Southwest Australia savanna",12,11209,-27.296111,-33.239466666,118.22,114.17,99,119,1900,168704,119,119,46,21,55,0,31,34,72,3,0,33,33,0,0,0,16,0,0,119,223.8804,0.7578,2.9993,470.5645,7.01515,0.2785,2.4995,9.3322,3.5928,2.2887,23.8993,1.337,9.2856,0.1816,242.3241,4.82795,568.61535,-29.8266666665,19.308333337307,32.2000007629395,5.40000009536743,519.879260185955,12.7916664878527,374,70,7,70.5407073484677,1.25250005722046,1.53999996185303,1.01999998092651,0.158786609768867,20080.75,30102,10348,6894.1083984375,3.49166667461395,4.30000019073486,2.64999997615814,0.561434209346771
"352",116.07,-31.98,"Southwest Australia woodlands",12,11210,-31.4,-34.875533333,118.342633333,115.50805,39,44,2000,46026,44,44,12,0,14,0,11,11,28,2,0,11,11,0,0,0,0,0,0,44,240.6042,0.7227,4.2877,470.3157,8.0257,0.32295,1.5,6.6418,3.6978,2.0138,24.5789,1.3383,10.372,0.2193,158.7082,4.6992,551.1238,-31.98,16.9583334326744,27.3999996185303,5.40000009536743,429.099652174745,10.6250001589457,897,177,12,83.1408244739904,1.15416669845581,1.36000001430511,1,0.124328762292862,19945.916015625,30152,9952,7047.0703125,4.05833339691162,4.90000009536743,3.5,0.473389089107513
"354",-6,37,"Southwest Iberian Mediterranean sclerophyllous and mixed forests",12,81221,40.5,36.5,-5.58,-9.2,65,116,2600,71123,116,116,35,0,63,0,44,2,17,0,0,42,0,0,0,0,0,0,0,116,545.6731,0.52435,8.6522,483.074,17,1.2651,1.5,4.1062,3.2789,2.092592593,12.95025,1.458,369.9462,0.1806,120.7191,4.0599,402.9697,37,17.9958332578341,30.3999996185303,4.30000019073486,519.332853992625,11.8083333571752,556,100,1,69.5716845613852,1.40083336830139,1.87999999523163,1.02999997138977,0.305681169033051,17506.75,27442,7656,6832.3291015625,2.84999990463257,3.29999995231628,2.5,0.259807646274567
"360",101.879167,-1.9181945,"Sumatran lowland rain forests",1,40158,-0.8833,-4.475833,105.063889,100.35,1093,2503,7500,258288,2503,2503,2389,0,0,0,0,0,2444,0,0,0,0,0,0,0,0,0,0,2503,6034.5,0.5494,13.24885,468.1741,18.1734,1.179,20,49.5946,5.5855,1.4661,15.9303,2.2613,100.1934,1.3935,16.3698,5.8029,531.3526,-1.9181945,25.6812498966853,30.6499996185303,20.7999992370605,31.0425065559279,9.16666698455811,2677,317,124,31.572519863813,2.67083334922791,2.76999998092651,2.59500002861023,0.05964595079422,16327.3330078125,17717,14388,861.234375,1.20833337306976,1.60000002384186,0.899999976158142,0.20598678290844
"361",104.433333,-5.084722,"Sumatran montane rain forests",1,40159,3.236667,-5.148333,104.480833,98.5075,430,933,3500,72618,933,933,835,0,0,0,0,0,879,0,0,0,0,0,0,0,0,0,0,933,3019,0.492175,15.00545,458.3203,18.286375,1.3134,18,8.486675,3.70555,1.30565,14.4474,1.97425,310.32185,0.89895,26.878375,3.896125,551.867775,-5.084722,20.2500000298023,25.4250001907349,15.1750001907349,35.1296153891579,9.17500003178914,2884.5,328,114,32.7211917458763,2.08916664123535,2.20999991893768,1.94499999284744,0.0738915260881186,16149.6872558594,18687.5,14036.5,1241.919921875,1.60833334922791,2.40000009536743,1.10000002384186,0.388283252716064
"362",104.1579165,-1.2775,"Sumatran peat swamp forests",1,40160,-1.242222,-1.294444,104.165833,104.15,32,51,2000,87120,51,51,51,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,51,4526.75,0.5331,12.66675,463.4302,17.7393,1.13225,19,60.1498,6.45735,1.48525,15.709075,2.96225,152.8279,1.8344,13.7819,5.72085,538.68565,-1.2775,26.8791667620341,31.2999992370605,22.5,34.5314946251772,7.65833314259847,2494,306,116,29.1891446826745,2.95499992370605,3.07999992370605,2.86999988555908,0.0589288081973791,16661.166015625,18289,13983,1240.57580566406,1.59166669845581,2.09999990463257,1.29999995231628,0.227205038070679
"364",116.775,0.660486,"Sundaland heath forests",1,40161,0.696667,0.623611,116.879722,116.754167,88,135,1600,76205,135,135,134,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,135,3019,0.52245,12.057675,476.2197,17.8263,1.107375,15,48.4421,5.2893,1.5415,16.2794,2.30325,94.095,1.7274,10.861,5.714375,558.04265,0.660486,27.766666730245,33.2999992370605,22.25,25.1661533684947,9.95000012715658,2359,254,139,21.8449836075798,2.88833332061768,3,2.8199999332428,0.0471543073654175,16746.583984375,17978.25,14420,1011.16749572754,0.883333325386047,1.29999995231628,0.600000023841858,0.198232654482126
"365",115.600833,-31.044167,"Swan Coastal Plain Scrub and Woodlands",12,11205,-30.5,-33.187883333,116.015983333,115.574,51,64,2300,15214,64,64,16,0,2,0,0,0,43,10,0,0,0,0,0,0,0,0,0,64,458.3064,0.587,5.0619,469.3881,9.8551,0.3716,3.943,5.7211,3.669,1.7933,22.4049,1.5592,63.0265,0.2572,52.3982,4.3247,482.4931,-31.044167,18.4666666587194,30.6000003814697,5.80000019073486,443.049007306744,12.7500000794729,622,126,8,84.2984717656809,1.29916667938232,1.55999994277954,1.10000002384186,0.160647541284561,20163.833984375,30304,10321,6990.58056640625,4.18333339691162,5,3.40000009536743,0.618409693241119
"367",138.35,36.0833,"Taiheiyo montane deciduous forests",4,80441,36.97,35.2,140.6,136.3333,31,82,2700,41913,82,82,0,0,1,0,54,0,14,15,0,0,0,3,0,0,0,0,0,82,1935.3609,0.5421,17.4081,477.7646,20.7488,1.6123,12.6438,5,5.4053,1.2824,13.7486,1.0397,645.6306,0.26845,79.0195,6.9926,525.5193,36.0833,10.3250000178814,26.7999992370605,-4.80000019073486,855.403837148509,9.16666664679845,1827,253,42,54.8605212333875,1.12916660308838,2.26999998092651,0.409999996423721,0.65019816160202,13012.5830078125,18025,7090,3796.11181640625,4.02500009536743,4.69999980926514,3.5,0.416583299636841
"370",81.05,38.8035041665,"Taklimakan desert",13,81330,42.93,36.87,93.52,76,60,193,400,742657,193,193,6,0,26,0,37,110,11,0,0,22,11,0,0,0,0,0,0,193,212.4902,0.54625,10.475915395,430.4484,18.802775,1.124675,0.7032,1.5333,2.498425,1.9389113465,17.2193,2.330825,419.8754,0.15295,55.82035,2.60865,298.076825,38.8035041665,12.4958332280318,32.5999984741211,-12.3000001907349,1109.2205580751,14.3583331306775,39,8,0,61.1312049730192,0.736250013113022,1.50499999523163,0.229999996721745,0.433759391307831,16025.5,24011,8176,5473.71875,1.44583332538605,2.04999995231628,0.899999976158142,0.427849918603897
"371",-83.74345,9.55875,"Talamancan montane forests",1,60167,10.208,8.72,-82.23,-84.549,125,1366,8500,16274,1366,1366,637,0,697,0,73,78,0,0,0,0,80,0,0,0,0,0,0,1366,3021.6471,0.5459,13.68460048,469.1524,16.3434,1.005,6.4429,18.0633,4.12035,1.35,15.6196,2.0681,160.5039,0.90245,25.97405,4.7397,590.413,9.55875,19.4333333174388,25.1000003814697,13.6999998092651,55.3552614507017,9.36666665474574,3010,426,32,59.7959113348926,2.01166653633118,2.13000011444092,1.86000001430511,0.093124732375145,18644.25,21214,16776,1412.642578125,3.15000009536743,4.30000019073486,2.29999995231628,0.704745829105377
"372",-99.533333333,24.783333333,"Tamaulipan matorral",13,51311,24.783333333,24.783333333,-99.533333333,-99.533333333,108,109,1900,16237,109,109,0,0,0,0,0,0,16,108,0,0,0,0,0,0,0,0,0,109,765.43965,0.54485,15.33715,447.4365,22.98595,1.54855,1.6983,5.2,3.16125,1.6372,14.16265,2.20105,216.12955,0.26515,30.9477,3.70025,348.8479,24.783333333,22.670833448569,35.2999992370605,7.90000009536743,532.406463297201,13.0916664997737,778,160,18,68.6219034841729,1.83166670799255,2.40000009536743,1.16999995708466,0.468843162059784,16904.416015625,21911,10763,3843.74487304688,2.54166674613953,3.09999990463257,2.09999990463257,0.312138706445694
"373",-98.2,27.67,"Tamaulipan mezquital",13,51312,27.67,27.67,-98.2,-98.2,24,24,1900,141231,24,24,8,0,8,0,14,5,3,0,0,8,0,0,0,0,0,0,0,24,222.9503,0.6435,9.0592,454.5631,23.4,1.4738,4.0866,17.7826,5.4471,2.1879737705,16.4385,2.23155,201.43895,0.11455,38.98035,5.26025,238.5129,27.67,21.9250002503395,35.9000015258789,6.40000009536743,613.816332392355,12.583333214124,657,111,27,48.0644773053545,1.87416672706604,2.66000008583069,1.02999997138977,0.619737327098846,16724.333984375,23957,9292,5019.64208984375,3.79166674613953,4.40000009536743,3.20000004768372,0.407141149044037
"374",-54.5,-2.5,"Tapajós-Xingu moist forests",1,60168,-2.5,-4.047778,-54.5,-55,1245,23845,5000,335099,23845,23845,1,43,671,1330,1902,205,82,0,0,677,83,2008,0,0,0,0,0,23845,4462.4562,0.60065,13.7348,475.8274,21.5469,0.97715,11.6674,102.265,6.6742,1.6665,20.2058,2.8772,116.4133,1.1899,13.2329,7.24875,516.32995,-2.5,26.3250000476837,31.6000003814697,21.3999996185303,58.5234802211233,7.63333368301392,1896,348,32,71.166011239473,2.91166663169861,3,2.83999991416931,0.0501387007534504,15255.9169921875,19016,12561,2319.849609375,1.35000002384186,1.70000004768372,1.10000002384186,0.206155270338058
"382",91,32,"Tibetan Plateau alpine shrublands and meadows",10,81020,32,29.75,92,88.63,22,53,1400,271999,53,53,0,0,0,0,4,31,0,0,0,0,4,0,0,0,0,0,0,53,432.6404,0.379375,14.9273,443.741225,20.58365,1.57575,0.364275,1.005625,3.32685,1.41875,15.268875,1.68365,91.690425,0.12905,79.1742,3.258125,364.7972,32,-1.8083333397905,16.7999992370605,-20.3999996185303,869.978662974753,13.5833333482345,427,116,2,118.001040875146,0.317499995231628,0.699999988079071,0.0799999982118607,0.23292076587677,16924.5,22030,11266,3444.23559570312,3.65833330154419,5,2.59999990463257,0.836120367050171
"383",142.57917,-31.2170425,"Tirari-Sturt stony desert",13,11309,-30.11861111,-33.14777778,143.091,138.00888889,62,536,800,376487,536,536,517,0,82,0,0,0,82,0,0,0,0,0,0,0,0,0,0,536,35.0774,0.507425,7.33172067725,436.031675,18.8583,1.3434,0.4,2.2202,2.7506,2.659025,15.04075,2.99715,331.17405,0.018925,58.06295,2.9051,327.305025,-31.2170425,19.2416663964589,33.2999992370605,3.90000009536743,612.770656977303,12.9229167004426,253,33,16,20.9572108573423,0.911666691303253,1.1599999666214,0.740000009536743,0.130307108163834,19343.75,28560,10077,6371.6240234375,3.16666674613953,3.79999995231628,2.24999994039536,0.503060199320316
